__time,/plot_data/data.0,/plot_data/data.1,/plot_data/data.10,/plot_data/data.11,/plot_data/data.12,/plot_data/data.13,/plot_data/data.14,/plot_data/data.15,/plot_data/data.16,/plot_data/data.17,/plot_data/data.18,/plot_data/data.19,/plot_data/data.2,/plot_data/data.20,/plot_data/data.21,/plot_data/data.22,/plot_data/data.23,/plot_data/data.24,/plot_data/data.25,/plot_data/data.26,/plot_data/data.27,/plot_data/data.28,/plot_data/data.29,/plot_data/data.3,/plot_data/data.30,/plot_data/data.31,/plot_data/data.32,/plot_data/data.33,/plot_data/data.34,/plot_data/data.35,/plot_data/data.36,/plot_data/data.37,/plot_data/data.38,/plot_data/data.39,/plot_data/data.4,/plot_data/data.40,/plot_data/data.41,/plot_data/data.42,/plot_data/data.43,/plot_data/data.44,/plot_data/data.45,/plot_data/data.46,/plot_data/data.47,/plot_data/data.48,/plot_data/data.49,/plot_data/data.5,/plot_data/data.50,/plot_data/data.51,/plot_data/data.52,/plot_data/data.53,/plot_data/data.54,/plot_data/data.55,/plot_data/data.56,/plot_data/data.57,/plot_data/data.58,/plot_data/data.59,/plot_data/data.6,/plot_data/data.60,/plot_data/data.61,/plot_data/data.62,/plot_data/data.63,/plot_data/data.7,/plot_data/data.8,/plot_data/data.9,/robotiq_ft_wrench/header/seq,/robotiq_ft_wrench/header/stamp,/robotiq_ft_wrench/wrench/force/x,/robotiq_ft_wrench/wrench/force/y,/robotiq_ft_wrench/wrench/force/z,/robotiq_ft_wrench/wrench/torque/x,/robotiq_ft_wrench/wrench/torque/y,/robotiq_ft_wrench/wrench/torque/z
1705320517.581794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961096.000000000,1705320517.581687212,-18.270000458,-26.979999542,158.850006104,4.408999920,-0.426999986,-0.426999986
1705320517.598077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961097.000000000,1705320517.597920656,-17.850000381,-26.280000687,158.759994507,4.475999832,-0.439999998,-0.360000014
1705320517.614438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961098.000000000,1705320517.614191771,-17.649999619,-25.479999542,159.020004272,4.532000065,-0.416000009,-0.259999990
1705320517.630486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961099.000000000,1705320517.630439520,-17.510000229,-24.629999161,158.830001831,4.547999859,-0.412999988,-0.222000003
1705320517.646936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961100.000000000,1705320517.646696329,-19.040000916,-28.149999619,158.070007324,4.344999790,-0.472000003,-0.568000019
1705320517.663184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961101.000000000,1705320517.662965536,-19.129999161,-29.270000458,158.660003662,4.313000202,-0.446000010,-0.657999992
1705320517.679537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961102.000000000,1705320517.679287910,-18.700000763,-29.979999542,159.169998169,4.453999996,-0.493000001,-0.617999971
1705320517.691809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961103.000000000,1705320517.691541195,-19.209999084,-30.270000458,159.850006104,4.525000095,-0.428000003,-0.524999976
1705320517.708119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961104.000000000,1705320517.707847834,-18.620000839,-29.120000839,159.289993286,4.467999935,-0.462000012,-0.456000000
1705320517.724393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961105.000000000,1705320517.724147081,-18.979999542,-29.040000916,158.610000610,4.335999966,-0.458999991,-0.550000012
1705320517.740657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961106.000000000,1705320517.740417719,-18.930000305,-29.229999542,159.000000000,4.340000153,-0.449000001,-0.583999991
1705320517.756965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961107.000000000,1705320517.756758451,-18.620000839,-28.680000305,159.020004272,4.435999870,-0.455000013,-0.509999990
1705320517.773577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961108.000000000,1705320517.773202419,-18.659999847,-28.600000381,159.240005493,4.467999935,-0.435999990,-0.467999995
1705320517.789838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961109.000000000,1705320517.789531469,-18.680000305,-28.510000229,158.990005493,4.448999882,-0.444999993,-0.437000006
1705320517.806154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961110.000000000,1705320517.805833101,-18.940000534,-28.540000916,158.839996338,4.383999825,-0.446000010,-0.508000016
1705320517.822271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961111.000000000,1705320517.822089195,-18.860000610,-28.610000610,158.910003662,4.395999908,-0.448000014,-0.508000016
1705320517.838675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961112.000000000,1705320517.838382244,-18.600000381,-28.649999619,159.210006714,4.452000141,-0.441000015,-0.476999998
1705320517.854899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961113.000000000,1705320517.854649782,-18.489999771,-28.350000381,159.100006104,4.455999851,-0.441000015,-0.477999985
1705320517.871227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961114.000000000,1705320517.871002674,-18.489999771,-27.940000534,158.690002441,4.408999920,-0.458999991,-0.465000004
1705320517.871279,2.000000000,1.000000000,-0.343429674,0.186151372,-3.375736478,13.889631978,-6.373648548,4.263789091,0.063066927,-1.020025062,0.000000000,-0.001424226,-0.677405357,-0.000357203,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.110368022,-1.373648548,0.000000000,0.059757173,0.000000000,0.000000000,0.000000000,-0.004134634,0.000551615,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.243377939,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.001010763,-0.677428320,-0.000412364,0.000000000,0.000000000,0.000000000,0.059901727,0.243366227,2.811045292,,,,,,,,
1705320517.881968,2.000000000,1.000000000,-0.343429674,0.186151372,-3.372236493,13.821631948,-6.385648060,4.258089099,0.061466927,-1.027175062,0.000000000,-0.001520519,-0.677411914,-0.000348570,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.178368052,-1.385648060,0.000000000,0.059788603,0.000000000,0.000000000,0.000000000,-0.000962927,0.000086324,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.243379757,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.001424226,-0.677435206,-0.000357203,0.000000000,0.000000000,0.000000000,0.059942078,0.243364333,2.811045292,,,,,,,,
1705320517.887552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961115.000000000,1705320517.887310266,-18.780000687,-28.329999924,158.880004883,4.405000210,-0.428999990,-0.479000002
1705320517.899764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961116.000000000,1705320517.899528742,-18.479999542,-28.270000458,158.820007324,4.442999840,-0.456000000,-0.456000000
1705320517.916079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961117.000000000,1705320517.915833473,-18.450000763,-27.909999847,158.949996948,4.461999893,-0.433999985,-0.426999986
1705320517.932384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961118.000000000,1705320517.932197332,-18.200000763,-27.670000076,158.970001221,4.453999996,-0.446000010,-0.411000013
1705320517.948718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961119.000000000,1705320517.948457718,-18.459999084,-27.700000763,158.639999390,4.414999962,-0.449999988,-0.467000008
1705320517.965109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961120.000000000,1705320517.964722395,-18.479999542,-27.799999237,158.929992676,4.428999901,-0.437000006,-0.465000004
1705320517.981412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961121.000000000,1705320517.981069326,-18.420000076,-27.709999084,158.839996338,4.440999985,-0.442999989,-0.437000006
1705320517.997518,2.000000000,1.000000000,-0.343429674,0.186151372,-3.444236520,13.423131887,-6.328149128,4.257689104,0.059666928,-1.040075063,0.000000000,-0.001619477,-0.677414775,-0.000335344,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.576868113,-1.328149128,0.000000000,0.059802379,0.000000000,0.000000000,0.000000000,-0.000989586,0.000132263,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.243380532,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.001520519,-0.677438243,-0.000348570,0.000000000,0.000000000,0.000000000,0.059964909,0.243360906,2.811045292,,,,,,,,
1705320517.997618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961122.000000000,1705320517.997410297,-18.389999390,-27.559999466,158.850006104,4.469999790,-0.442000002,-0.377000004
