__time,/plot_data/data.0,/plot_data/data.1,/plot_data/data.10,/plot_data/data.11,/plot_data/data.18,/plot_data/data.19,/plot_data/data.2,/plot_data/data.20,/plot_data/data.21,/plot_data/data.22,/plot_data/data.23,/plot_data/data.24,/plot_data/data.25,/plot_data/data.26,/plot_data/data.27,/plot_data/data.28,/plot_data/data.29,/plot_data/data.3,/plot_data/data.30,/plot_data/data.31,/plot_data/data.32,/plot_data/data.33,/plot_data/data.34,/plot_data/data.35,/plot_data/data.36,/plot_data/data.37,/plot_data/data.38,/plot_data/data.39,/plot_data/data.4,/plot_data/data.40,/plot_data/data.41,/plot_data/data.42,/plot_data/data.43,/plot_data/data.44,/plot_data/data.45,/plot_data/data.46,/plot_data/data.47,/plot_data/data.48,/plot_data/data.49,/plot_data/data.5,/plot_data/data.50,/plot_data/data.51,/plot_data/data.52,/plot_data/data.53,/plot_data/data.54,/plot_data/data.55,/plot_data/data.56,/plot_data/data.57,/plot_data/data.58,/plot_data/data.59,/plot_data/data.6,/plot_data/data.60,/plot_data/data.61,/plot_data/data.62,/plot_data/data.63,/plot_data/data.7,/plot_data/data.8,/plot_data/data.9,/robotiq_ft_wrench/header/seq,/robotiq_ft_wrench/header/stamp,/robotiq_ft_wrench/wrench/force/x,/robotiq_ft_wrench/wrench/force/y,/robotiq_ft_wrench/wrench/force/z,/robotiq_ft_wrench/wrench/torque/x,/robotiq_ft_wrench/wrench/torque/y,/robotiq_ft_wrench/wrench/torque/z
1705311026.414053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367867.000000000,1705311026.413914919,-15.210000038,-41.299999237,163.470001221,0.181999996,-0.515999973,0.552999973
1705311026.430228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367868.000000000,1705311026.430151224,-15.260000229,-41.349998474,163.440002441,0.180000007,-0.513999999,0.552999973
1705311026.446501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367869.000000000,1705311026.446394920,-15.270000458,-41.349998474,163.380004883,0.180000007,-0.513999999,0.552999973
1705311026.462954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367870.000000000,1705311026.462675095,-15.279999733,-41.310001373,163.360000610,0.180999994,-0.513999999,0.555000007
1705311026.479061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367871.000000000,1705311026.478928804,-15.239999771,-41.240001678,163.419998169,0.181999996,-0.514999986,0.551999986
1705311026.490463,11.668147737,-9.975766722,-0.515124984,0.553124979,0.000000000,0.000000000,11.380936215,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.131264386,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.234453130,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.244740844,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.230000019,0.000000000,0.000000000,0.000000000,0.000000000,-41.320000172,163.411251068,0.180875000,,,,,,,,
1705311026.495336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367872.000000000,1705311026.495159388,-15.170000076,-41.349998474,163.389999390,0.180000007,-0.514999986,0.552999973
1705311026.511551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367873.000000000,1705311026.511414289,-15.270000458,-41.330001831,163.410003662,0.180000007,-0.513999999,0.555000007
1705311026.527876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367874.000000000,1705311026.527688265,-15.300000191,-41.290000916,163.380004883,0.181999996,-0.513999999,0.554000020
1705311026.543982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367875.000000000,1705311026.543932915,-15.210000038,-41.279998779,163.410003662,0.180000007,-0.515999973,0.551999986
1705311026.558107,11.660647565,-9.968266551,-0.514749989,0.553499997,0.000000000,0.000000000,11.367188046,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.131639381,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.234078135,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.245115861,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.237500191,0.000000000,0.000000000,0.000000000,0.000000000,-41.312500000,163.397502899,0.180500004,,,,,,,,
1705311026.560294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367876.000000000,1705311026.560189724,-15.239999771,-41.330001831,163.389999390,0.179000005,-0.514999986,0.551999986
1705311026.572481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367877.000000000,1705311026.572397232,-15.229999542,-41.279998779,163.460006714,0.180999994,-0.514999986,0.554000020
1705311026.588812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367878.000000000,1705311026.588674784,-15.210000038,-41.270000458,163.410003662,0.180999994,-0.515999973,0.550000012
1705311026.605081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367879.000000000,1705311026.604920149,-15.199999809,-41.259998322,163.369995117,0.180999994,-0.517000020,0.551999986
1705311026.621331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367880.000000000,1705311026.621169567,-15.170000076,-41.340000153,163.380004883,0.180999994,-0.515999973,0.552999973
1705311026.637551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367881.000000000,1705311026.637428045,-15.180000305,-41.349998474,163.389999390,0.181999996,-0.514999986,0.552999973
1705311026.653749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367882.000000000,1705311026.653681993,-15.260000229,-41.319999695,163.399993896,0.180999994,-0.514999986,0.554000020
1705311026.657236,11.685290646,-9.962909081,-0.515571415,0.552571424,0.000000000,0.000000000,11.369685583,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.131282247,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.234899561,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.244187289,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.212857110,0.000000000,0.000000000,0.000000000,0.000000000,-41.307142530,163.400000436,0.180857139,,,,,,,,
1705311026.670011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367883.000000000,1705311026.669926643,-15.270000458,-41.330001831,163.440002441,0.180000007,-0.513999999,0.554000020
1705311026.686462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367884.000000000,1705311026.686200619,-15.189999580,-41.330001831,163.479995728,0.180999994,-0.513999999,0.550999999
1705311026.702722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367885.000000000,1705311026.702469110,-15.210000038,-41.299999237,163.410003662,0.180999994,-0.515999973,0.552999973
1705311026.718830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367886.000000000,1705311026.718723297,-15.199999809,-41.279998779,163.460006714,0.180000007,-0.517000020,0.551999986
1705311026.735111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367887.000000000,1705311026.734972239,-15.279999733,-41.220001221,163.419998169,0.180999994,-0.513000011,0.549000025
1705311026.751455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367888.000000000,1705311026.751247883,-15.210000038,-41.279998779,163.419998169,0.181999996,-0.515999973,0.550000012
1705311026.767716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367889.000000000,1705311026.767544031,-15.189999580,-41.270000458,163.419998169,0.180000007,-0.518000007,0.554000020
1705311026.783887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367890.000000000,1705311026.783782959,-15.220000267,-41.250000000,163.399993896,0.180999994,-0.515999973,0.554000020
1705311026.800331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367891.000000000,1705311026.800148249,-15.279999733,-41.319999695,163.410003662,0.181999996,-0.513999999,0.555000007
1705311026.800743,11.670370063,-9.942433421,-0.515333328,0.552444451,0.000000000,0.000000000,11.398574104,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.131250498,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.234661474,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.244060316,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.227777693,0.000000000,0.000000000,0.000000000,0.000000000,-41.286666870,163.428888957,0.180888888,,,,,,,,
1705311026.812508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367892.000000000,1705311026.812377930,-15.239999771,-41.330001831,163.500000000,0.180999994,-0.517000020,0.551999986
1705311026.828743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367893.000000000,1705311026.828644037,-15.210000038,-41.369998932,163.470001221,0.178000003,-0.515999973,0.554000020
1705311026.844957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367894.000000000,1705311026.844879150,-15.220000267,-41.299999237,163.460006714,0.180999994,-0.514999986,0.551999986
1705311026.858750,11.674814397,-9.989099884,-0.515999993,0.552666664,0.000000000,0.000000000,11.446354459,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.132139388,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.235328138,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.244282529,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.223333359,0.000000000,0.000000000,0.000000000,0.000000000,-41.333333333,163.476669312,0.179999997,,,,,,,,
1705311026.861300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367895.000000000,1705311026.861155510,-15.229999542,-41.290000916,163.460006714,0.182999998,-0.513999999,0.554000020
1705311026.877540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367896.000000000,1705311026.877432108,-15.300000191,-41.369998932,163.369995117,0.180999994,-0.513000011,0.551999986
1705311026.893819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367897.000000000,1705311026.893694878,-15.260000229,-41.250000000,163.429992676,0.181999996,-0.514999986,0.555000007
1705311026.910072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367898.000000000,1705311026.909929276,-15.220000267,-41.279998779,163.460006714,0.180999994,-0.514999986,0.555999994
1705311026.926419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367899.000000000,1705311026.926198006,-15.220000267,-41.380001068,163.449996948,0.180000007,-0.514999986,0.551999986
1705311026.942695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367900.000000000,1705311026.942496538,-15.250000000,-41.270000458,163.419998169,0.180999994,-0.513999999,0.555999994
1705311026.959073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367901.000000000,1705311026.958842039,-15.270000458,-41.270000458,163.399993896,0.180000007,-0.514999986,0.552999973
1705311026.975570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367902.000000000,1705311026.975322485,-15.159999847,-41.369998932,163.419998169,0.180000007,-0.517000020,0.555000007
1705311026.992213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367903.000000000,1705311026.991976738,-15.149999619,-41.369998932,163.479995728,0.180000007,-0.517000020,0.555000007
1705311026.994629,11.669258820,-9.972433048,-0.514999999,0.554222220,0.000000000,0.000000000,11.401905606,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.131250496,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.234328145,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.245838084,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.228888936,0.000000000,0.000000000,0.000000000,0.000000000,-41.316666497,163.432220459,0.180888890,,,,,,,,
1705311027.004704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367904.000000000,1705311027.004465103,-15.189999580,-41.290000916,163.419998169,0.181999996,-0.515999973,0.551999986
1705311027.021411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367905.000000000,1705311027.021095991,-15.329999924,-41.349998474,163.419998169,0.180000007,-0.513999999,0.555999994
1705311027.037664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367906.000000000,1705311027.037477493,-15.270000458,-41.250000000,163.449996948,0.182999998,-0.513999999,0.552999973
1705311027.054066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367907.000000000,1705311027.053803205,-15.270000458,-41.400001526,163.449996948,0.180000007,-0.514999986,0.554000020
1705311027.059337,11.633147651,-9.978266780,-0.514749989,0.553749993,0.000000000,0.000000000,11.404682706,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.130889383,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.234078135,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.245365858,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.265000105,0.000000000,0.000000000,0.000000000,0.000000000,-41.322500229,163.434997559,0.181250002,,,,,,,,
1705311027.070653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367908.000000000,1705311027.070313454,-15.350000381,-41.340000153,163.440002441,0.180000007,-0.513000011,0.555000007
1705311027.086863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367909.000000000,1705311027.086697578,-15.180000305,-41.319999695,163.520004272,0.180000007,-0.514999986,0.550999999
1705311027.103101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367910.000000000,1705311027.102937698,-15.199999809,-41.310001373,163.479995728,0.181999996,-0.515999973,0.551999986
1705311027.119586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367911.000000000,1705311027.119246721,-15.199999809,-41.290000916,163.479995728,0.181999996,-0.515999973,0.550000012
1705311027.135850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367912.000000000,1705311027.135544777,-15.260000229,-41.209999084,163.429992676,0.182999998,-0.514999986,0.551999986
1705311027.151906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367913.000000000,1705311027.151797771,-15.170000076,-41.319999695,163.419998169,0.180999994,-0.515999973,0.550999999
1705311027.157105,11.671480987,-9.954100037,-0.515166650,0.551833332,0.000000000,0.000000000,11.431349983,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.130806052,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.234494796,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.243449196,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.226666768,0.000000000,0.000000000,0.000000000,0.000000000,-41.298333486,163.461664836,0.181333333,,,,,,,,
1705311027.168262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367914.000000000,1705311027.168059349,-15.260000229,-41.229999542,163.410003662,0.182999998,-0.514999986,0.555000007
1705311027.180488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367915.000000000,1705311027.180289268,-15.270000458,-41.229999542,163.419998169,0.182999998,-0.514999986,0.554000020
1705311027.196799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367916.000000000,1705311027.196592569,-15.250000000,-41.209999084,163.380004883,0.181999996,-0.515999973,0.550999999
1705311027.212948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367917.000000000,1705311027.212842941,-15.270000458,-41.209999084,163.410003662,0.181999996,-0.514999986,0.552999973
1705311027.229352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367918.000000000,1705311027.229115963,-15.180000305,-41.330001831,163.419998169,0.180000007,-0.515999973,0.552999973
1705311027.245564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367919.000000000,1705311027.245376587,-15.270000458,-41.220001221,163.429992676,0.182999998,-0.514999986,0.554000020
1705311027.259137,11.648147438,-9.894099935,-0.515333315,0.553333332,0.000000000,0.000000000,11.381352017,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.129972720,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.234661460,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.244949197,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.250000318,0.000000000,0.000000000,0.000000000,0.000000000,-41.238333384,163.411666870,0.182166666,,,,,,,,
1705311027.261893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367920.000000000,1705311027.261631966,-15.279999733,-41.310001373,163.449996948,0.180000007,-0.514999986,0.554000020
1705311027.277998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367921.000000000,1705311027.277874231,-15.260000229,-41.279998779,163.449996948,0.181999996,-0.513000011,0.551999986
1705311027.294348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367922.000000000,1705311027.294134378,-15.270000458,-41.189998627,163.449996948,0.182999998,-0.515999973,0.552999973
1705311027.310637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367923.000000000,1705311027.310420990,-15.140000343,-41.349998474,163.490005493,0.179000005,-0.517000020,0.550999999
1705311027.326804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367924.000000000,1705311027.326676130,-15.170000076,-41.349998474,163.460006714,0.180000007,-0.514999986,0.552999973
1705311027.343311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367925.000000000,1705311027.342913628,-15.260000229,-41.330001831,163.410003662,0.180999994,-0.514999986,0.552999973
1705311027.359143,11.668147578,-9.957432811,-0.515166660,0.552666654,0.000000000,0.000000000,11.421352933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.131306051,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.234494806,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.244282519,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.230000178,0.000000000,0.000000000,0.000000000,0.000000000,-41.301666260,163.451667786,0.180833335,,,,,,,,
1705311027.359485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367926.000000000,1705311027.359208107,-15.250000000,-41.330001831,163.410003662,0.180000007,-0.515999973,0.555000007
1705311027.375757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367927.000000000,1705311027.375519037,-15.329999924,-41.279998779,163.399993896,0.181999996,-0.512000024,0.554000020
1705311027.391890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367928.000000000,1705311027.391755819,-15.239999771,-41.389999390,163.410003662,0.180000007,-0.513000011,0.554000020
1705311027.408240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367929.000000000,1705311027.408035755,-15.210000038,-41.330001831,163.440002441,0.180000007,-0.513000011,0.551999986
1705311027.420454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367930.000000000,1705311027.420247555,-15.250000000,-41.319999695,163.429992676,0.179000005,-0.514999986,0.551999986
1705311027.436795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367931.000000000,1705311027.436503172,-15.199999809,-41.240001678,163.470001221,0.181999996,-0.514999986,0.554000020
1705311027.452890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367932.000000000,1705311027.452737808,-15.260000229,-41.340000153,163.460006714,0.180999994,-0.513000011,0.551999986
1705311027.457963,11.649576360,-9.974338459,-0.513857143,0.553285718,0.000000000,0.000000000,11.401114329,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.131567955,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.233185289,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.244901583,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.248571396,0.000000000,0.000000000,0.000000000,0.000000000,-41.318571908,163.431429182,0.180571430,,,,,,,,
1705311027.469276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367933.000000000,1705311027.469046593,-15.270000458,-41.340000153,163.440002441,0.181999996,-0.513999999,0.554000020
1705311027.485533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367934.000000000,1705311027.485349178,-15.260000229,-41.209999084,163.410003662,0.181999996,-0.513999999,0.551999986
1705311027.501699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367935.000000000,1705311027.501608133,-15.289999962,-41.259998322,163.470001221,0.180999994,-0.514999986,0.552999973
1705311027.518067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367936.000000000,1705311027.517839909,-15.310000420,-41.279998779,163.440002441,0.182999998,-0.513000011,0.554000020
1705311027.534363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367937.000000000,1705311027.534098148,-15.270000458,-41.349998474,163.509994507,0.180000007,-0.513999999,0.552999973
1705311027.550536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367938.000000000,1705311027.550369263,-15.289999962,-41.319999695,163.470001221,0.180000007,-0.513000011,0.554000020
1705311027.557040,11.616480841,-9.949098969,-0.513833334,0.553333332,0.000000000,0.000000000,11.426352729,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.130806052,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.233161480,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.244949197,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.281666915,0.000000000,0.000000000,0.000000000,0.000000000,-41.293332418,163.456667582,0.181333333,,,,,,,,
